bicycle	highway	name	note	surface	visible_name	boat	canoe	motorboat	waterway	canoe:conditional	wikidata	bridge	layer	ship	width	area	lit	wikipedia	tunnel	name:de	name:ru	step_count	covered	alt_name	foot	incline	loc_name	lanes	maxspeed	oneway	wheelchair	railway	man_made	nat_ref	start_date	source	source:maxspeed	construction	svg:bezier	building	ferry	public_transport	CEMT	access	old_name	name:it	canoa:conditional	fixme	name:en	name:es	name:fr	bridge:railing	bridge:structure	importance	name:ja	name:pl	name:pt	sidewalk	architect	end_date	length	name:uk	horse	official_name	material	tourism	place	source:date	footway	name:ar	name:be	name:bg	name:he	name:ko	name:tr	name:vec	name:zh	maxwidth	handrail	handrail:left	handrail:right	est_width	arcade:right	electrified	arcade:left	natural	height	psv	description	motor_vehicle	segregated	smoothness	step	ramp	ramp:bicycle	ramp:stroller	ramp:wheelchair	name_1	noexit
	footway	Sotoportego de Gheto Novo																	building_passage				yes																																																																												
	footway	Sotoportego del Gheto Novo																					yes																																																																												
	footway	Sotoportego del Magazen																					yes																					private																																																							
no	pedestrian	Calle del Luganegher		paving_stones																																																																																															
no	pedestrian	Calle Erizzo																																																																																																	
no	pedestrian	Calle Fonte																																																																																																	
no	pedestrian	Calle Fonte																	building_passage																																																																																
no	pedestrian	Calle Fonte																																																																																																	
no	pedestrian	Calle Larga Vendramin																																																																																																	
no	pedestrian	Calle Piovene																																																																																																	
no	pedestrian	Calle Tornielli																																																																																																	
no	pedestrian	Calle de l'Ogio																																																																																																	
no	pedestrian	Calle de la Maddalena																																																																																																	
no	pedestrian	Calle de la Maddalena																																																																																																	
no	pedestrian	Calle de la Scuola																																																																																																	
no	pedestrian	Calle de le Colonete																																																																																																	
no	pedestrian	Calle del Cristo																																																																																																	
no	pedestrian	Calle del Forno																																																																																																	
no	pedestrian	Calle del Tragheto Vecchio																																																																																																	
no	pedestrian	Calle del Tragheto																	building_passage																																																																																
no	pedestrian	Campiello Colombina																																																																																																	
no	pedestrian	Campiello Colombina														yes																																																																																			
no	pedestrian	Campiello Drio la Ca' Memo																																																																																																	
no	pedestrian	Campiello Vendramin														yes																																																																																			
no	pedestrian	Campiello de la Chiesa														yes																																																																																			
no	pedestrian	Campo San Marcuola																																																																																																	
no	pedestrian	Campo de la Maddalena																																																																																																	
no	pedestrian	Campo de la Maddalena																																																																																																	
no	pedestrian	Corte Erizzo														yes																																																																																			
no	pedestrian	Fondamenta de la Maddalena																																																																																																	
no	pedestrian	Fondamenta de la Maddalena																																																																																																	
no	pedestrian	Fondamenta de la Maddalena																																																																																																	
no	pedestrian	Ramo Calle Colombina																																																																																																	
no	pedestrian	Ramo Piovene																																																																																																	
no	pedestrian	Ramo Vendramin																																																																																																	
no	pedestrian	Sotoportego Piovene																																																																																																	
no	pedestrian	Sotoportego Piovene																																																																																																	
no	pedestrian	Sotoportego Piovene																	building_passage																																																																																
no	pedestrian	Sotoportego de le Colonete																					yes																																																																												
no	pedestrian	Sotoportego del Volto																	building_passage																																																																																
no	pedestrian	Campiello de la Pasina o del Patriarcato																	building_passage																																																																																
no	pedestrian	Campiello de la Pasina o del Patriarcato																																																																																																	
no	pedestrian	Riva del Carbon																																																																																																	
no	pedestrian	Sotoportego del Volto																	building_passage																																																																																
no	pedestrian	Calle Mocenigo Ca' Vecchia																																																																																																	
no	pedestrian	Calle Lezze																																																																																																	
no	pedestrian	Calle Mocenigo Cà Vecchia																	building_passage																																																																																
no	pedestrian	Calle Contarini Corfu		paving_stones													yes																																																																																		
no	pedestrian	Calle Contarini Corfu		paving_stones													yes		building_passage																																																																																
no	pedestrian	Calle de la Bergama																					yes																																																																												
no	pedestrian	Calle de la Bergama																																																																																																	
no	pedestrian	Calle de la Chiesa																																																																																																	
no	pedestrian	Sotoportego de la Chiesa																					yes																																																																												
no	pedestrian	Sotoportego de la Chiesa																					colonnade																																																																												
no	pedestrian	Corte Venier dai Leoni			SOTOPORTEGO E CORTE VENIER DAI LEONI																																																																																														
no	pedestrian	Corte Venier dai Leoni			SOTOPORTEGO E CORTE VENIER DAI LEONI														building_passage																																																																																
no	pedestrian	Calle del Cuoridoro																																																																																																	
no	pedestrian	Campo San Fantin																																																																																																	
no	pedestrian	Campo San Fantin																																																																																																	
no	pedestrian	Calle va in Campo																it:Campo Sant'Angelo																																																																																	
no	pedestrian	Campo San Vio		paving_stones													yes																																																																																		
no	pedestrian	Campo Sant'Agnese		paving_stones													yes																																																																																		
no	pedestrian	Campo Sant'Agnese		paving_stones													yes																																																																																		
no	pedestrian	Fondamenta Bragadin																																																																																																	
no	pedestrian	Fondamenta Venier																												no																																																																					
no	pedestrian	Campiello Centani														yes																																																																																			
no	pedestrian	Calle Corner																	building_passage																																																																																
no	pedestrian	Calle Corner																																																																																																	
no	pedestrian	Calle Corner																																																																																																	
no	pedestrian	Calle San Francesco															yes		building_passage																																																																																
no	pedestrian	Calle San Francesco															yes																																																																																		
no	pedestrian	Corte San Giovanni di Malta																																																																																																	
no	pedestrian	Fondamenta San Giovanni																																																																																																	
no	pedestrian	Fondamenta Zitelle																																																																																																	
yes	trunk	Ponte della Libertà																										2	50	yes																																																																					
yes	trunk	Ponte della Libertà										yes	1															3	70	yes		tram																																																																			
no	trunk	Ponte della Libertà										yes	1															2		yes		tram																																																																			
	trunk	Ponte della Libertà											1															3	70	yes		tram																																																																			
yes	trunk	Ponte della Libertà											1															2		yes		tram																																																																			
no	pedestrian	Calle Saon																																																																																																	
no	pedestrian	Calle Terza Campalto																																																																																																	
no	pedestrian	Calle de l'Asilo Mason																																																																																																	
no	pedestrian	Calle de la Croce																																																																																																	
no	pedestrian	Calle Ramo de la Croce																																																																																																	
no	pedestrian	Campo San Giacomo														yes																																																																																			
no	pedestrian	Do Cortes																																																																																																	
no	pedestrian	Do Corte																																																																																																	
no	pedestrian	Calle dei Orti																																																																																																	
no	pedestrian	Calle de l'Albero																																																																																																	
no	pedestrian	Calle dei Frati																																																																																																	
no	pedestrian	Calle San Giacomo																																																																																																	
no	pedestrian	Calle de le More																																																																																																	
no	pedestrian	Fondamenta del Ponte Longo																	yes																																																																																
no	pedestrian	Calle dei Bolzeri																																																																																																	
no	footway	Ponte dei Scorzeri										yes	1																																																																																						
no	pedestrian	Ramo dei Bolzeri																																																																																																	
no	pedestrian	Campo Junghans																																																																																																	
no	footway	Ponte dei Bolzeri										yes	1																																																																																						
no	pedestrian	Campo Junghans																																																																																																	
no	pedestrian	Campiello Speranza																																																																																																	
no	pedestrian	Fondamenta dei Scorzeri																																																																																																	
no	pedestrian	Calle Junghans																																																																																																	
no	pedestrian	Campo Junghans																																																																																																	
no	pedestrian	Calle di Mezzo																																																																																																	
no	pedestrian	Campo de la Rotonda																																																																																																	
no	pedestrian	Calle del Cantiere																																																																																																	
no	pedestrian	Calle Storta dei Squeri																																																																																																	
no	pedestrian	Campo de la Rotonda																																																																																																	
no	pedestrian	Calle di Mezzo																																																																																																	
no	pedestrian	Campiello Berlomeni																																																																																																	
no	pedestrian	Calle Berlomeni																																																																																																	
no	pedestrian	Fioravante																																																																																																	
no	pedestrian	Sotoportego Fioravante																	yes																																																																																
no	pedestrian	Calle del Volto			CALLE DEL VOLTO														yes																																																																																
no	pedestrian	Calle Rubina		paved																																																																																															
no	pedestrian	Campo di Sant'Alvise														yes																																																																																			
no	pedestrian	Fondamenta Grimani																																																																																																	
no	pedestrian	Sotoportego dei Preti																																																																																																	
no	pedestrian	Fondamenta de Ca' Vendramin		paving_stones																										no																																																																					
		Rio del Gozzi							canal																																																																													water													
		Rio dei Santi Apostoli							canal																																																																													water													
no	pedestrian	Campiello Widmann			CAMPIELLO WIDMANN GIA' BIRI											yes																													Campiello Biri																																																						
no	pedestrian	Campiello del Pestrin			CAMPIELLO DEL PESTRIN											yes																																																																																			
no	pedestrian	Sotoportego Algarotti			SOTOPORTEGO ALGAROTTI														yes				yes																																																																												
no	pedestrian	Fondamenta Widmann																																																																																																	
no	pedestrian	Campiello Stella																																																																																																	
no	pedestrian	Campiello Widmann																																											Campiello Biri																																																						
no	pedestrian	Calle Marcello			CALLE MARCELLO																																																																																														
no	pedestrian	Calle a Fianco la Chiesa																																																																																																	
no	pedestrian	Calle del Cristo			CALLE DEL CRISTO																																																																																														
no	pedestrian	Campiello dei Miracoli														yes																																																																																			
no	pedestrian	Campo dei Miracoli														yes																																																																																			
no	pedestrian	Fondamenta del Teatro			FONDAMENTA DEL TEATRO											yes																																																																																			
no	pedestrian	Sotoportego Scaleta			SOTOPORTEGO SCALETA																		yes																																																																												
no	footway	Sotoportego de l'Indorador			SOTOPORTEGO DE L'INDORADOR														building_passage				yes																					private																																																							
no	pedestrian	Fondamenta del Teatro			FONDAMENTA DEL TEATRO																																																																																														
no	pedestrian	Campiello dei Miracoli																																																																																																	
no	pedestrian	Campo Santa Maria Nova																																																																																																	
no	pedestrian	Calle Larga Widmann																																																																																																	
no	pedestrian	Ramo Bragadin			RAMO BRAGADIN																																																																																														
no	pedestrian	Campo Santa Maria Nova																																																																																																	
no	pedestrian	Campiello de la Chiesa																																																																																																	
no	pedestrian	Campiello Riccardo Selvatico																																																																																																	
no	pedestrian	Calle del Magazen																																																																																																	
no	pedestrian	Calle del Squero			CALLE DEL SQUERO																																																																																														
no	pedestrian	Fondamenta dei Mendicanti																																																																																																	
	footway	Ponte dei Mendicanti			PONTE DEI MENDICANTI							yes	1																																																																																						
no	pedestrian	Salizada San Zanipolo		paving_stones													yes																																																																																		
no	pedestrian	Sotoportego Bressana			SOTOPORTEGO BRESSANA														yes																																																																																
no	pedestrian	Sotoportego Bressana																																																																																																	
no	pedestrian	Calle del Verrocchio			CALLE DEL VERROCCHIO																																																																																														
no	pedestrian	Fondamenta Dandolo																																																																																																	
no	pedestrian	Calle de la Madonna																						Calle de la Madona																																																																											
no	pedestrian	Salizada San Canzian																																																																																																	
	footway	Ponte Muazzo										yes	1																																																																																						
no	pedestrian	Sotoportego Muazzo																	yes				yes																																																																												
	steps	Sotoportego Muazzo																	yes			3	yes			up																																																																									
no	pedestrian	Calle del Bastion																																																																																																	
no	pedestrian	Calle del Campanel																																																																																																	
no	pedestrian	Campo a Fianco la Chiesa														yes																																																																																			
	steps	Ponte del Fontego										yes	1				yes					3				up																																																																									
no	pedestrian	Campo Santa Giustina															yes																																																																																		
	steps	Ponte Cappello										yes	1									9				up																																																																									
	steps	Ponte Cappello										yes	1													up																																																																									
no	pedestrian	Fondamenta del Piovan		paving_stones																																																																																															
		Rio di San Francesco della Vigna - Celestia						yes	canal		Q3432896													Rio della Celestia																																																																											
	steps	Ponte de l'Inferno										yes	1																															private																																																							
no	pedestrian	Campo de l'Arsenal		paving_stones																																																																																															
	steps	Ponte del Purgatorio										yes	1																															private																																																							
no	pedestrian	Campiello de la sacrestia		paving_stones																																																																																															
no	pedestrian	Campo de l'Arsenale		paving_stones																																																																																															
no	pedestrian	Ramo Secondo de la Pergola		paving_stones																																																																																															
no	pedestrian	Campo San Martin		paving_stones																																																																																															
no	pedestrian	Calle Gritti																																																																																																	
no	pedestrian	Calle Gritti																	yes																																																																																
no	pedestrian	Borgoloco Pompeo Molmenti			BORGOLOCO POMPEO MOLMENTI											yes																																																																																			
	steps	Ponte del Pistor			PONTE DEL PISTOR							yes	1									5				down																																																																									
no	pedestrian	Campiello Querini Stampalia														yes																																																																																			
no	pedestrian	Corte del Forner			CORTE DEL FORNER											yes																																																																																			
no	pedestrian	Fondamenta dei Preti														yes																																																																																			
	steps	Ponte Pasqualigo e Avogadro										yes	1									9				up																																																																									
no	pedestrian	Ramo de Borgoloco																						Ramo Borgoloco																																																																											
no	pedestrian	Sotoportego del Mondo Novo			SOTOPORTEGO DEL MONDO NOVO														yes																																																																																
no	pedestrian	Campiello Querini Stampalia																																																																																																	
no	pedestrian	Corte Spechiera																	yes				yes																																																																												
	steps	Ponte Pasqualigo e Avogadro										yes	1									4				up																																																																									
no	pedestrian	Campiello Querini Stampalia																																																																																																	
no	pedestrian	Corte Spechiera																																																																																																	
no	pedestrian	Corte Spechiera																																																																																																	
no	pedestrian	Fondamenta Santa Maria Formosa																																																																																																	
no	pedestrian	Campiello Santa Maria Formosa			CAMPIELLO S. MARIA FORMOSA											yes																																																																																			
no	pedestrian	Campo Santa Maria Formosa																																																																																																	
no	pedestrian	Campo Santa Maria Formosa																																																																																																	
no	pedestrian	Calle seconda dei Orbi			CALLE SECONDA DEI ORBI																																																																																														
no	pedestrian	Campo Santa Maria Formosa																																																																																																	
no	pedestrian	Campo Santa Maria Formosa																																																																																																	
no	pedestrian	Campo Santa Maria Formosa																																																																																																	
no	pedestrian	Campo Santa Maria Formosa																																																																																																	
no	pedestrian	Sotoportego dei Frutarioli			SOTOPORTEGO DEI FRUTARIOLI														yes																																																																																
no	pedestrian	Campo delle Gate														yes		it:Campo de le gate																																																																																	
no	pedestrian	Corte de la Vida														yes																																																																																			
no	pedestrian	Corte del Morion														yes																																																																																			
no	pedestrian	Salizada de le Gate																																																																																																	
no	pedestrian	Corte Nova																	yes				yes																																																																												
	pedestrian	Corte Nova																																																																																																	
	steps	Corte Nova																	yes			5	yes			up																																																																									
no	pedestrian	Fondamenta San Giorgio degli Schiavoni																									Fondamenta San Giorgio dei Schiavoni																																																																								
	steps	Ponte de la Corte Nova										yes	1									8				up																																																																									
no	pedestrian	Calle San Lorenzo																																																																																																	
no	pedestrian	Fondamenta San Lorenzo																																																																																																	
	steps	Ponte dei Greci										yes	1									7				down																																																																									
	steps	Ponte dei Greci										yes	1									6				up																																																																									
no	pedestrian	Campo San Lorenzo																																																																																																	
no	pedestrian	Fondamenta dei Greci																																																																																																	
no	pedestrian	Calle dei Preti																																																																																																	
no	pedestrian	Sotoportego dei Preti																	building_passage				yes																																																																												
	steps	Ponte de la Corona										yes	1																																																																																						
no	footway	Calle de la Corona																																																																																																	
no	pedestrian	Corte Nuova														yes																																																																																			
no	pedestrian	Corte del Pozzo Roverso														yes																																																																																			
	steps	Ponte Storto										yes	1																																																																																						
	steps	Ponte Storto											1																																																																																						
no	pedestrian	Calle San Provolo																	yes				yes																																																																												
no	pedestrian	Calle del Figher																	building_passage																																																																																
no	pedestrian	Calle del Figher																																																																																																	
no	pedestrian	Campo San Provolo														yes																																																																																			
no	pedestrian	Campo San Zuane Novo														yes																																																																																			
no	pedestrian	Campo Santi Filippo e Giacomo														yes																																																																																			
no	pedestrian	Corte Sabionera																	yes																																																																																
	steps	Fondamenta del Vin																	yes			6	yes																																																																												
no	pedestrian	Fondamenta del Vin																	building_passage				yes																																																																												
no	pedestrian	Fondamenta del Vin																																																																																																	
	steps	Ponte de la Canonica										yes	1									3				up																																																																									
no	pedestrian	Sotoportego Nova																	building_passage				yes	Sotoportego e corte Nova																																																																											
no	pedestrian	Ramo Corte Nova																																																																																																	
no	pedestrian	Sottoportego de la Stua																	building_passage				yes																																																																												
no	pedestrian	Campiello de la Malvasia																																																																																																	
	footway	Ponte de San Provolo										yes	1																																																																																						
no	pedestrian	Campo Santi Filippo e Giacomo																																																																																																	
no	pedestrian	Campo San Provolo																																																																																																	
no	pedestrian	Campo Santi Filippo e Giacomo																																																																																																	
no	pedestrian	Fondamenta de l'Arsenal		paving_stones												yes																																																																																			
no	pedestrian	Fondamenta dei Forni		paving_stones												yes																																																																																			
no	pedestrian	Calle del tagialiera		paving_stones																																																																																															
no	pedestrian	Via Giuseppe Garibaldi		paving_stones												yes	yes																																																																																		
no	pedestrian	Calle de la Pescaria																																																																																																	
no	pedestrian	Calle del Forno																																																																																																	
no	pedestrian	Campiello del Piovan																																																																																																	
no	pedestrian	Fondamenta dei Furlani														yes																																																																																			
no	pedestrian	Salizada San Geremia		paving_stones												yes																																																																																			
no	pedestrian	Campo San Giobbe														yes																																																																																			
no	pedestrian	Corte Scala Mata		paving_stones												yes																																																																																			
no	pedestrian	Ghetto Vecchio		paving_stones																			yes																																																																												
no	pedestrian	Ghetto Vecchio		paving_stones																																																																																															
no	pedestrian	Campiello Briani		paving_stones												yes																																																																																			
no	pedestrian	Rio Terà Farsetti		paving_stones												yes																																																																																			
no	pedestrian	Strada Nova		paving_stones												yes																																																																																			
no	pedestrian	Calle dei Volti			CALLE E SOTOPRTEGO DEI VOLTI														yes																																																																																
no	pedestrian	Corte Nova			CORTE NOVA											yes																																																																																			
no	pedestrian	Corte de la Madonetta																	yes																																																																																
no	pedestrian	Corte de la Madonetta														yes																																																																																			
	steps	Ponte dei Sartori			PONTE DEI SARTORI																																																																																														
no	pedestrian	Calle Venier														yes																																																																																			
no	pedestrian	Calle Marco Foscarini			CALLE MARCO FOSCARINI																																																																																														
no	pedestrian	Calle longa Santa Caterina			CALLE LONGA S. CATERINA																																																																																														
no	pedestrian	Campiello Sant'Antonio			CAMPIELLO S. ANTONIO											yes																																																																																			
no	pedestrian	Corte del Lovo			SOTOPORTEGO E CORTE DEL LOVO											yes																																																																																			
no	pedestrian	Salizada degli Spechieri			SALIZIDA DEI SPECHIERI																																																																																														
no	footway	Sotoportego del Lovo			SOTOPORTEGO E CORTE DEL LOVO														yes																																																																																
no	pedestrian	Campiello dei Albanesi			CAMPIELLO DEI ALBANESI											yes																																																																																			
	steps	Ponte Benedetti			PONTE BENEDETTI							yes	1																																																																																						
no	pedestrian	Calle Contarini																																																																																																	
no	pedestrian	Calle Contarini																	building_passage																																																																																
no	pedestrian	Calle Contarini																																																																																																	
no	pedestrian	Calle Contarini																	building_passage																																																																																
no	pedestrian	Fondamenta del Passamonte																					yes																																																																												
no	pedestrian	Fondamenta del Passamonte																																																																																																	
no	pedestrian	Campiello del Piovan																																																																																																	
no	pedestrian	Campiello del Piovan																																																																																																	
no	pedestrian	Campiello del Piovan																																																																																																	
no	pedestrian	Campo Nazario Sauro																																																																																																	
no	pedestrian	Campo San Giacomo dall'Orio																						Campo San Giacomo da l'Orio																																																																											
no	pedestrian	Campo San Giacomo dall'Orio																						Campo San Giacomo da l'Orio																																																																											
no	pedestrian	Campo Santo																																																																																																	
no	pedestrian	Campo dei Tedeschi																																																																																																	
no	footway	Ponte Ruga Bella	Ponte Ruga Bella o del Forner									yes	1											Ponte del Forner																																																																											
	steps	Ponte Ruga Bella	Ponte Ruga Bella o del Forner									yes	1									11		Ponte del Forner																																																																											
no	pedestrian	Ramo Orsetti																																																																																																	
no	pedestrian	Ramo de Cà Zusto													1				building_passage																																																																																
no	pedestrian	Ramo de Cà Zusto													1																																																																																				
no	pedestrian	Calle de la Vida																																																																																																	
no	pedestrian	Campo San Giacomo dall'Orio																						Campo San Giacomo da l'Orio																																																																											
	steps	Ponte Ruga Vechia										yes	1									7																																																																													
	steps	Ponte Ruga Vechia										yes	1									6																																																																													
no	footway	Ponte Ruga Vechia										yes	1																																																																																						
	steps	Ponte Ruga Vechia										yes	1									6																																																																													
no	pedestrian	Sotoportego Corte Scura																					yes																																																																												
no	pedestrian	Sotoportego Corte Scura																																																																																																	
no	pedestrian	Calle de Mezo																																																																																																	
no	pedestrian	Calle de Mezo																					yes																																																																												
no	pedestrian	Calle de Mezo																																																																																																	
no	pedestrian	Calle de Mezo																					yes																																																																												
no	pedestrian	Campiello Sant'Agostin																																																																																																	
no	pedestrian	Campiello Sant'Agostin																																																																																																	
no	pedestrian	Campiello Zen																																																																																																	
no	pedestrian	Campiello Zen																																																																																																	
no	pedestrian	Campiello Zen																																																																																																	
no	pedestrian	Campiello del Cristo																																																																																																	
no	pedestrian	Campiello del Cristo																																																																																																	
no	pedestrian	Campiello del Pozzo Longo																																																																																																	
no	pedestrian	Campo San Boldo																																																																																																	
no	pedestrian	Campo San Boldo																																																																																																	
no	pedestrian	Campo San Polo																																																																																																	
no	pedestrian	Campo San Polo		paving_stones													yes																																																																																		
no	pedestrian	Campo San Polo		paving_stones													yes																																																																																		
no	pedestrian	Campo San Polo		paving_stones													yes																																																																																		
no	pedestrian	Campo San Polo		paving_stones													yes																																																																																		
no	pedestrian	Campo San Rocco		paving_stones													yes																																																																																		
no	pedestrian	Campo San Tomà		paving_stones																																																																																															
no	pedestrian	Campiello San Tomà																																																																																																	
no	pedestrian	Campo San Tomà																																																																																																	
no	pedestrian	Campo Sant'Agostin																																																																																																	
no	pedestrian	Campo de le Strope																																																																																																	
no	pedestrian	Campo de le Strope																																																																																																	
no	pedestrian	Campo de le Strope																																																																																																	
no	pedestrian	Rio Terà San Tomà																																																																																																	
no	pedestrian	Salizada San Rocco		paving_stones																																																																																															
no	pedestrian	Salizada San Rocco		paving_stones																																																																																															
